REGIONE,NOME_REGIONE,MESE,GIORNO,DECESSI_2015,DECESSI_2016,DECESSI_2017,DECESSI_2018,DECESSI_2019
01,Piemonte,1,1,137,148,173,220,180
01,Piemonte,1,2,175,150,227,220,171
01,Piemonte,1,3,160,135,209,209,150
01,Piemonte,1,4,174,155,188,243,144
01,Piemonte,1,5,192,146,232,241,174
01,Piemonte,1,6,181,155,181,234,150
01,Piemonte,1,7,185,142,215,209,171
01,Piemonte,1,8,177,154,233,217,164
01,Piemonte,1,9,179,160,194,220,148
01,Piemonte,1,10,181,148,210,231,174
01,Piemonte,1,11,168,165,210,203,156
01,Piemonte,1,12,167,153,205,237,182
01,Piemonte,1,13,187,141,222,211,153
01,Piemonte,1,14,192,141,201,207,182
01,Piemonte,1,15,175,162,191,224,175
01,Piemonte,1,16,173,137,227,224,162
01,Piemonte,1,17,183,129,202,200,176
01,Piemonte,1,18,181,183,207,191,184
01,Piemonte,1,19,172,156,202,196,183
01,Piemonte,1,20,164,158,188,163,154
01,Piemonte,1,21,187,157,219,179,176
01,Piemonte,1,22,181,156,196,205,171
01,Piemonte,1,23,203,156,211,196,154
01,Piemonte,1,24,198,163,181,187,172
01,Piemonte,1,25,161,167,211,163,174
01,Piemonte,1,26,167,158,173,191,167
01,Piemonte,1,27,188,173,187,191,167
01,Piemonte,1,28,199,161,160,158,168
01,Piemonte,1,29,167,132,172,182,167
01,Piemonte,1,30,186,154,182,186,173
01,Piemonte,1,31,183,149,179,172,190
01,Piemonte,2,1,188,154,189,198,193
01,Piemonte,2,2,199,155,182,185,195
01,Piemonte,2,3,207,134,192,143,200
01,Piemonte,2,4,193,158,182,160,186
01,Piemonte,2,5,175,143,160,178,175
01,Piemonte,2,6,201,160,181,164,193
01,Piemonte,2,7,176,161,193,165,181
01,Piemonte,2,8,189,145,153,152,206
01,Piemonte,2,9,184,132,198,155,171
01,Piemonte,2,10,223,154,166,163,210
01,Piemonte,2,11,187,137,164,167,191
01,Piemonte,2,12,185,147,139,144,177
01,Piemonte,2,13,185,150,184,160,191
01,Piemonte,2,14,181,152,170,162,187
01,Piemonte,2,15,208,163,163,143,195
01,Piemonte,2,16,185,146,154,168,185
01,Piemonte,2,17,184,140,166,162,200
01,Piemonte,2,18,177,134,171,184,190
01,Piemonte,2,19,159,124,153,151,172
01,Piemonte,2,20,178,154,126,150,181
01,Piemonte,2,21,191,142,164,156,188
01,Piemonte,2,22,176,151,153,171,176
01,Piemonte,2,23,182,143,159,157,161
01,Piemonte,2,24,152,148,158,151,149
01,Piemonte,2,25,163,149,154,140,145
01,Piemonte,2,26,172,148,142,148,154
01,Piemonte,2,27,174,136,149,144,167
01,Piemonte,2,28,161,136,180,174,181
01,Piemonte,2,29,0,134,0,0,0
01,Piemonte,3,1,177,147,147,167,165
01,Piemonte,3,2,175,166,127,152,163
01,Piemonte,3,3,168,164,149,179,168
01,Piemonte,3,4,164,137,155,165,168
01,Piemonte,3,5,171,162,169,161,159
01,Piemonte,3,6,145,143,133,171,154
01,Piemonte,3,7,174,173,158,172,158
01,Piemonte,3,8,140,127,120,164,147
01,Piemonte,3,9,162,153,156,168,161
01,Piemonte,3,10,177,153,161,164,148
01,Piemonte,3,11,178,155,142,177,156
01,Piemonte,3,12,157,153,153,170,147
01,Piemonte,3,13,173,146,143,154,160
01,Piemonte,3,14,168,172,137,177,156
01,Piemonte,3,15,159,151,150,156,162
01,Piemonte,3,16,127,157,151,156,131
01,Piemonte,3,17,152,166,142,140,167
01,Piemonte,3,18,151,156,142,158,136
01,Piemonte,3,19,146,151,146,138,138
01,Piemonte,3,20,149,157,142,137,147
01,Piemonte,3,21,136,169,163,131,152
01,Piemonte,3,22,135,151,146,138,129
01,Piemonte,3,23,137,154,148,154,142
01,Piemonte,3,24,151,146,139,132,137
01,Piemonte,3,25,136,151,129,130,153
01,Piemonte,3,26,134,122,135,156,122
01,Piemonte,3,27,129,147,148,168,131
01,Piemonte,3,28,164,152,138,161,138
01,Piemonte,3,29,145,136,118,166,148
01,Piemonte,3,30,145,184,158,120,130
01,Piemonte,3,31,134,147,141,143,109
01,Piemonte,4,1,137,149,136,129,146
01,Piemonte,4,2,145,152,131,149,163
01,Piemonte,4,3,153,158,139,138,144
01,Piemonte,4,4,134,155,139,147,164
01,Piemonte,4,5,154,144,139,142,147
01,Piemonte,4,6,156,142,141,134,125
01,Piemonte,4,7,129,147,127,117,130
01,Piemonte,4,8,137,145,140,147,130
01,Piemonte,4,9,157,129,118,138,131
01,Piemonte,4,10,177,151,142,132,154
01,Piemonte,4,11,144,134,134,159,132
01,Piemonte,4,12,153,130,151,145,135
01,Piemonte,4,13,159,158,141,157,139
01,Piemonte,4,14,156,140,139,144,145
01,Piemonte,4,15,178,141,123,124,144
01,Piemonte,4,16,138,124,136,131,120
01,Piemonte,4,17,145,158,144,142,146
01,Piemonte,4,18,136,109,124,155,154
01,Piemonte,4,19,130,125,138,143,131
01,Piemonte,4,20,112,130,124,134,125
01,Piemonte,4,21,154,140,113,134,150
01,Piemonte,4,22,129,124,119,126,120
01,Piemonte,4,23,178,119,136,135,126
01,Piemonte,4,24,119,100,157,143,126
01,Piemonte,4,25,143,102,148,136,109
01,Piemonte,4,26,124,133,126,156,133
01,Piemonte,4,27,143,136,143,133,108
01,Piemonte,4,28,135,134,130,131,110
01,Piemonte,4,29,125,134,130,112,116
01,Piemonte,4,30,148,122,137,124,118
02,Valle d'Aosta/Vallée d'Aoste,1,1,2,4,4,5,5
02,Valle d'Aosta/Vallée d'Aoste,1,2,2,3,3,6,5
02,Valle d'Aosta/Vallée d'Aoste,1,3,5,4,9,5,3
02,Valle d'Aosta/Vallée d'Aoste,1,4,6,2,3,6,4
02,Valle d'Aosta/Vallée d'Aoste,1,5,6,4,6,3,5
02,Valle d'Aosta/Vallée d'Aoste,1,6,1,6,1,2,1
02,Valle d'Aosta/Vallée d'Aoste,1,7,5,7,4,7,5
02,Valle d'Aosta/Vallée d'Aoste,1,8,6,5,6,5,3
02,Valle d'Aosta/Vallée d'Aoste,1,9,9,5,7,8,6
02,Valle d'Aosta/Vallée d'Aoste,1,10,3,5,9,8,3
02,Valle d'Aosta/Vallée d'Aoste,1,11,3,3,6,9,5
02,Valle d'Aosta/Vallée d'Aoste,1,12,7,6,8,6,5
02,Valle d'Aosta/Vallée d'Aoste,1,13,5,2,2,5,9
02,Valle d'Aosta/Vallée d'Aoste,1,14,5,4,7,2,7
02,Valle d'Aosta/Vallée d'Aoste,1,15,6,4,6,10,3
02,Valle d'Aosta/Vallée d'Aoste,1,16,5,4,4,7,8
02,Valle d'Aosta/Vallée d'Aoste,1,17,7,4,6,2,6
02,Valle d'Aosta/Vallée d'Aoste,1,18,2,7,11,5,5
02,Valle d'Aosta/Vallée d'Aoste,1,19,3,9,6,3,5
02,Valle d'Aosta/Vallée d'Aoste,1,20,6,3,4,6,1
02,Valle d'Aosta/Vallée d'Aoste,1,21,4,5,3,5,4
02,Valle d'Aosta/Vallée d'Aoste,1,22,2,3,8,2,4
02,Valle d'Aosta/Vallée d'Aoste,1,23,3,1,2,3,5
02,Valle d'Aosta/Vallée d'Aoste,1,24,6,1,9,5,1
02,Valle d'Aosta/Vallée d'Aoste,1,25,6,2,6,5,4
02,Valle d'Aosta/Vallée d'Aoste,1,26,9,2,5,5,5
02,Valle d'Aosta/Vallée d'Aoste,1,27,5,6,1,3,3
02,Valle d'Aosta/Vallée d'Aoste,1,28,2,1,2,6,8
02,Valle d'Aosta/Vallée d'Aoste,1,29,6,0,8,4,7
02,Valle d'Aosta/Vallée d'Aoste,1,30,1,3,9,8,2
02,Valle d'Aosta/Vallée d'Aoste,1,31,6,5,10,5,7
02,Valle d'Aosta/Vallée d'Aoste,2,1,7,3,5,3,3
02,Valle d'Aosta/Vallée d'Aoste,2,2,6,4,5,3,4
02,Valle d'Aosta/Vallée d'Aoste,2,3,6,2,2,6,3
02,Valle d'Aosta/Vallée d'Aoste,2,4,5,3,2,5,3
02,Valle d'Aosta/Vallée d'Aoste,2,5,3,1,10,7,9
02,Valle d'Aosta/Vallée d'Aoste,2,6,7,3,6,4,5
02,Valle d'Aosta/Vallée d'Aoste,2,7,3,5,3,2,1
02,Valle d'Aosta/Vallée d'Aoste,2,8,5,6,3,4,3
02,Valle d'Aosta/Vallée d'Aoste,2,9,7,3,6,1,4
02,Valle d'Aosta/Vallée d'Aoste,2,10,2,3,4,5,5
02,Valle d'Aosta/Vallée d'Aoste,2,11,5,3,3,2,7
02,Valle d'Aosta/Vallée d'Aoste,2,12,3,10,5,4,5
02,Valle d'Aosta/Vallée d'Aoste,2,13,10,7,4,8,5
02,Valle d'Aosta/Vallée d'Aoste,2,14,5,6,4,7,4
02,Valle d'Aosta/Vallée d'Aoste,2,15,5,0,4,9,7
02,Valle d'Aosta/Vallée d'Aoste,2,16,3,4,3,5,5
02,Valle d'Aosta/Vallée d'Aoste,2,17,3,2,3,9,2
02,Valle d'Aosta/Vallée d'Aoste,2,18,7,5,4,5,5
02,Valle d'Aosta/Vallée d'Aoste,2,19,3,10,7,3,4
02,Valle d'Aosta/Vallée d'Aoste,2,20,3,4,8,5,5
02,Valle d'Aosta/Vallée d'Aoste,2,21,6,2,3,4,4
02,Valle d'Aosta/Vallée d'Aoste,2,22,2,9,8,3,4
02,Valle d'Aosta/Vallée d'Aoste,2,23,0,4,5,6,4
02,Valle d'Aosta/Vallée d'Aoste,2,24,8,5,2,4,8
02,Valle d'Aosta/Vallée d'Aoste,2,25,10,1,4,4,5
02,Valle d'Aosta/Vallée d'Aoste,2,26,5,2,3,4,2
02,Valle d'Aosta/Vallée d'Aoste,2,27,7,4,4,7,3
02,Valle d'Aosta/Vallée d'Aoste,2,28,5,1,4,4,4
02,Valle d'Aosta/Vallée d'Aoste,2,29,0,2,0,0,0
02,Valle d'Aosta/Vallée d'Aoste,3,1,5,2,7,1,7
02,Valle d'Aosta/Vallée d'Aoste,3,2,1,3,3,4,6
02,Valle d'Aosta/Vallée d'Aoste,3,3,4,9,6,6,3
02,Valle d'Aosta/Vallée d'Aoste,3,4,5,4,5,8,6
02,Valle d'Aosta/Vallée d'Aoste,3,5,3,1,5,3,4
02,Valle d'Aosta/Vallée d'Aoste,3,6,2,2,2,4,2
02,Valle d'Aosta/Vallée d'Aoste,3,7,9,2,4,4,3
02,Valle d'Aosta/Vallée d'Aoste,3,8,6,3,3,7,4
02,Valle d'Aosta/Vallée d'Aoste,3,9,7,7,5,5,8
02,Valle d'Aosta/Vallée d'Aoste,3,10,9,5,5,4,5
02,Valle d'Aosta/Vallée d'Aoste,3,11,3,1,5,0,2
02,Valle d'Aosta/Vallée d'Aoste,3,12,5,6,6,4,6
02,Valle d'Aosta/Vallée d'Aoste,3,13,1,7,3,6,4
02,Valle d'Aosta/Vallée d'Aoste,3,14,3,3,3,5,5
02,Valle d'Aosta/Vallée d'Aoste,3,15,1,2,3,6,4
02,Valle d'Aosta/Vallée d'Aoste,3,16,5,6,4,4,3
02,Valle d'Aosta/Vallée d'Aoste,3,17,4,3,2,3,5
02,Valle d'Aosta/Vallée d'Aoste,3,18,6,4,4,1,4
02,Valle d'Aosta/Vallée d'Aoste,3,19,4,6,4,5,3
02,Valle d'Aosta/Vallée d'Aoste,3,20,4,1,3,3,5
02,Valle d'Aosta/Vallée d'Aoste,3,21,3,4,2,5,1
02,Valle d'Aosta/Vallée d'Aoste,3,22,3,9,5,2,2
02,Valle d'Aosta/Vallée d'Aoste,3,23,3,7,4,7,7
02,Valle d'Aosta/Vallée d'Aoste,3,24,3,2,6,3,3
02,Valle d'Aosta/Vallée d'Aoste,3,25,5,1,1,4,5
02,Valle d'Aosta/Vallée d'Aoste,3,26,8,7,4,2,8
02,Valle d'Aosta/Vallée d'Aoste,3,27,4,2,3,5,7
02,Valle d'Aosta/Vallée d'Aoste,3,28,5,2,1,4,4
02,Valle d'Aosta/Vallée d'Aoste,3,29,4,6,2,6,4
02,Valle d'Aosta/Vallée d'Aoste,3,30,3,2,0,2,3
02,Valle d'Aosta/Vallée d'Aoste,3,31,5,5,5,10,7
02,Valle d'Aosta/Vallée d'Aoste,4,1,2,1,7,7,5
02,Valle d'Aosta/Vallée d'Aoste,4,2,3,4,3,1,6
02,Valle d'Aosta/Vallée d'Aoste,4,3,7,1,7,3,5
02,Valle d'Aosta/Vallée d'Aoste,4,4,10,3,2,6,3
02,Valle d'Aosta/Vallée d'Aoste,4,5,7,3,2,4,1
02,Valle d'Aosta/Vallée d'Aoste,4,6,8,5,4,3,5
02,Valle d'Aosta/Vallée d'Aoste,4,7,6,6,3,3,2
02,Valle d'Aosta/Vallée d'Aoste,4,8,2,5,2,1,6
02,Valle d'Aosta/Vallée d'Aoste,4,9,4,4,5,0,3
02,Valle d'Aosta/Vallée d'Aoste,4,10,5,4,3,4,5
02,Valle d'Aosta/Vallée d'Aoste,4,11,6,4,4,7,5
02,Valle d'Aosta/Vallée d'Aoste,4,12,4,1,4,3,4
02,Valle d'Aosta/Vallée d'Aoste,4,13,7,6,4,1,4
02,Valle d'Aosta/Vallée d'Aoste,4,14,3,3,2,3,6
02,Valle d'Aosta/Vallée d'Aoste,4,15,7,3,4,5,2
02,Valle d'Aosta/Vallée d'Aoste,4,16,8,3,5,4,4
02,Valle d'Aosta/Vallée d'Aoste,4,17,5,4,4,5,5
02,Valle d'Aosta/Vallée d'Aoste,4,18,4,2,2,1,4
02,Valle d'Aosta/Vallée d'Aoste,4,19,4,5,6,6,3
02,Valle d'Aosta/Vallée d'Aoste,4,20,3,5,5,4,3
02,Valle d'Aosta/Vallée d'Aoste,4,21,1,4,6,3,2
02,Valle d'Aosta/Vallée d'Aoste,4,22,4,4,1,5,3
02,Valle d'Aosta/Vallée d'Aoste,4,23,5,6,3,3,2
02,Valle d'Aosta/Vallée d'Aoste,4,24,7,5,2,3,2
02,Valle d'Aosta/Vallée d'Aoste,4,25,2,2,2,5,2
02,Valle d'Aosta/Vallée d'Aoste,4,26,5,5,4,4,4
02,Valle d'Aosta/Vallée d'Aoste,4,27,3,9,5,5,3
02,Valle d'Aosta/Vallée d'Aoste,4,28,4,4,0,3,4
02,Valle d'Aosta/Vallée d'Aoste,4,29,4,3,3,6,3
02,Valle d'Aosta/Vallée d'Aoste,4,30,3,3,4,2,1
03,Lombardia,1,1,306,265,367,351,286
03,Lombardia,1,2,343,276,403,363,313
03,Lombardia,1,3,337,288,391,344,305
03,Lombardia,1,4,346,285,415,335,298
03,Lombardia,1,5,306,268,426,384,291
03,Lombardia,1,6,380,302,397,376,319
03,Lombardia,1,7,344,275,358,371,331
03,Lombardia,1,8,321,300,409,351,313
03,Lombardia,1,9,355,272,373,388,353
03,Lombardia,1,10,377,278,419,378,306
03,Lombardia,1,11,330,307,401,379,326
03,Lombardia,1,12,311,290,446,390,294
03,Lombardia,1,13,295,283,413,307,304
03,Lombardia,1,14,336,271,429,321,367
03,Lombardia,1,15,349,275,405,364,300
03,Lombardia,1,16,352,301,406,360,342
03,Lombardia,1,17,338,263,405,372,316
03,Lombardia,1,18,303,318,359,352,329
03,Lombardia,1,19,293,325,404,334,289
03,Lombardia,1,20,345,319,360,326,327
03,Lombardia,1,21,362,279,375,330,299
03,Lombardia,1,22,319,287,394,304,313
03,Lombardia,1,23,318,290,356,323,336
03,Lombardia,1,24,312,275,342,330,343
03,Lombardia,1,25,328,292,391,311,344
03,Lombardia,1,26,319,288,381,335,316
03,Lombardia,1,27,324,290,349,342,335
03,Lombardia,1,28,333,266,396,319,381
03,Lombardia,1,29,332,272,348,336,318
03,Lombardia,1,30,336,277,369,355,348
03,Lombardia,1,31,325,274,332,365,334
03,Lombardia,2,1,324,290,356,350,337
03,Lombardia,2,2,353,254,328,319,355
03,Lombardia,2,3,336,272,333,302,348
03,Lombardia,2,4,321,287,326,278,332
03,Lombardia,2,5,360,263,289,313,338
03,Lombardia,2,6,382,303,339,287,319
03,Lombardia,2,7,318,262,346,298,299
03,Lombardia,2,8,342,246,310,323,335
03,Lombardia,2,9,337,286,303,292,352
03,Lombardia,2,10,352,313,302,284,321
03,Lombardia,2,11,337,266,337,269,381
03,Lombardia,2,12,361,316,319,270,332
03,Lombardia,2,13,345,263,308,298,370
03,Lombardia,2,14,353,286,298,277,358
03,Lombardia,2,15,317,275,292,321,301
03,Lombardia,2,16,360,272,319,302,352
03,Lombardia,2,17,322,260,287,339,316
03,Lombardia,2,18,315,274,281,272,321
03,Lombardia,2,19,323,295,279,300,346
03,Lombardia,2,20,325,271,267,299,361
03,Lombardia,2,21,322,286,298,307,334
03,Lombardia,2,22,293,270,285,318,334
03,Lombardia,2,23,310,294,281,281,336
03,Lombardia,2,24,325,282,267,315,298
03,Lombardia,2,25,295,286,299,292,335
03,Lombardia,2,26,294,271,279,300,292
03,Lombardia,2,27,286,250,309,305,335
03,Lombardia,2,28,278,264,285,310,328
03,Lombardia,2,29,0,273,0,0,0
03,Lombardia,3,1,321,271,309,314,324
03,Lombardia,3,2,286,276,313,299,326
03,Lombardia,3,3,328,267,281,291,304
03,Lombardia,3,4,312,283,265,288,324
03,Lombardia,3,5,302,283,280,317,295
03,Lombardia,3,6,276,274,258,305,262
03,Lombardia,3,7,313,261,266,315,316
03,Lombardia,3,8,268,262,277,281,310
03,Lombardia,3,9,314,289,250,287,284
03,Lombardia,3,10,290,279,294,294,305
03,Lombardia,3,11,247,264,251,292,261
03,Lombardia,3,12,312,258,257,322,290
03,Lombardia,3,13,287,281,294,313,316
03,Lombardia,3,14,286,260,278,251,260
03,Lombardia,3,15,272,303,232,268,302
03,Lombardia,3,16,292,273,281,308,302
03,Lombardia,3,17,297,256,269,271,269
03,Lombardia,3,18,261,227,312,292,303
03,Lombardia,3,19,264,267,268,272,280
03,Lombardia,3,20,281,257,266,270,292
03,Lombardia,3,21,301,273,301,286,250
03,Lombardia,3,22,275,272,238,243,298
03,Lombardia,3,23,277,275,289,288,253
03,Lombardia,3,24,303,260,255,257,291
03,Lombardia,3,25,271,271,248,265,281
03,Lombardia,3,26,261,257,250,293,257
03,Lombardia,3,27,270,245,243,254,306
03,Lombardia,3,28,301,253,268,268,252
03,Lombardia,3,29,228,264,246,278,273
03,Lombardia,3,30,293,268,260,278,221
03,Lombardia,3,31,284,279,269,277,260
03,Lombardia,4,1,283,297,269,298,275
03,Lombardia,4,2,275,240,262,250,281
03,Lombardia,4,3,265,232,254,282,311
03,Lombardia,4,4,290,243,253,275,307
03,Lombardia,4,5,276,305,245,261,261
03,Lombardia,4,6,264,270,244,278,273
03,Lombardia,4,7,270,274,249,280,261
03,Lombardia,4,8,276,278,245,266,266
03,Lombardia,4,9,278,263,254,297,282
03,Lombardia,4,10,270,254,246,246,271
03,Lombardia,4,11,247,236,254,282,236
03,Lombardia,4,12,289,234,272,263,246
03,Lombardia,4,13,278,256,268,253,254
03,Lombardia,4,14,270,269,275,268,232
03,Lombardia,4,15,271,240,247,247,245
03,Lombardia,4,16,251,247,264,252,256
03,Lombardia,4,17,273,230,243,301,264
03,Lombardia,4,18,263,245,260,257,280
03,Lombardia,4,19,267,259,201,260,249
03,Lombardia,4,20,264,255,234,265,257
03,Lombardia,4,21,251,246,277,262,260
03,Lombardia,4,22,263,278,268,280,246
03,Lombardia,4,23,255,247,266,275,249
03,Lombardia,4,24,240,244,243,245,263
03,Lombardia,4,25,233,245,271,282,236
03,Lombardia,4,26,220,242,271,235,260
03,Lombardia,4,27,249,265,263,246,233
03,Lombardia,4,28,229,228,237,238,227
03,Lombardia,4,29,257,229,259,226,236
03,Lombardia,4,30,248,258,253,237,230
04,Trentino-Alto Adige/Südtirol,1,1,30,29,32,31,24
04,Trentino-Alto Adige/Südtirol,1,2,28,27,46,28,30
04,Trentino-Alto Adige/Südtirol,1,3,30,23,37,32,41
04,Trentino-Alto Adige/Südtirol,1,4,26,27,43,38,28
04,Trentino-Alto Adige/Südtirol,1,5,42,22,37,37,41
04,Trentino-Alto Adige/Südtirol,1,6,32,26,39,28,21
04,Trentino-Alto Adige/Südtirol,1,7,28,24,46,30,29
04,Trentino-Alto Adige/Südtirol,1,8,27,30,35,28,34
04,Trentino-Alto Adige/Südtirol,1,9,32,29,37,30,29
04,Trentino-Alto Adige/Südtirol,1,10,37,27,46,28,45
04,Trentino-Alto Adige/Südtirol,1,11,29,27,35,38,26
04,Trentino-Alto Adige/Südtirol,1,12,32,33,42,40,31
04,Trentino-Alto Adige/Südtirol,1,13,24,27,36,33,32
04,Trentino-Alto Adige/Südtirol,1,14,36,25,39,31,29
04,Trentino-Alto Adige/Südtirol,1,15,25,23,45,37,16
04,Trentino-Alto Adige/Südtirol,1,16,42,20,33,30,18
04,Trentino-Alto Adige/Südtirol,1,17,29,28,35,42,26
04,Trentino-Alto Adige/Südtirol,1,18,31,22,31,33,28
04,Trentino-Alto Adige/Südtirol,1,19,19,16,45,35,35
04,Trentino-Alto Adige/Südtirol,1,20,38,37,30,33,29
04,Trentino-Alto Adige/Südtirol,1,21,28,36,35,34,35
04,Trentino-Alto Adige/Südtirol,1,22,42,34,51,32,38
04,Trentino-Alto Adige/Südtirol,1,23,28,36,34,33,32
04,Trentino-Alto Adige/Südtirol,1,24,36,27,38,27,28
04,Trentino-Alto Adige/Südtirol,1,25,38,21,40,30,23
04,Trentino-Alto Adige/Südtirol,1,26,26,30,37,26,30
04,Trentino-Alto Adige/Südtirol,1,27,33,27,36,24,26
04,Trentino-Alto Adige/Südtirol,1,28,37,25,36,30,21
04,Trentino-Alto Adige/Südtirol,1,29,35,17,35,31,29
04,Trentino-Alto Adige/Südtirol,1,30,35,27,34,20,29
04,Trentino-Alto Adige/Südtirol,1,31,34,22,30,25,29
04,Trentino-Alto Adige/Südtirol,2,1,27,27,31,32,36
04,Trentino-Alto Adige/Südtirol,2,2,28,26,24,33,31
04,Trentino-Alto Adige/Südtirol,2,3,27,22,39,28,21
04,Trentino-Alto Adige/Südtirol,2,4,29,35,44,24,30
04,Trentino-Alto Adige/Südtirol,2,5,36,35,23,33,37
04,Trentino-Alto Adige/Südtirol,2,6,41,34,27,23,46
04,Trentino-Alto Adige/Südtirol,2,7,39,26,33,21,37
04,Trentino-Alto Adige/Südtirol,2,8,29,28,37,23,25
04,Trentino-Alto Adige/Südtirol,2,9,26,31,22,23,25
04,Trentino-Alto Adige/Südtirol,2,10,32,24,32,29,21
04,Trentino-Alto Adige/Südtirol,2,11,39,29,25,33,35
04,Trentino-Alto Adige/Südtirol,2,12,25,30,18,16,35
04,Trentino-Alto Adige/Südtirol,2,13,30,34,40,31,32
04,Trentino-Alto Adige/Südtirol,2,14,38,22,34,22,25
04,Trentino-Alto Adige/Südtirol,2,15,29,23,16,26,23
04,Trentino-Alto Adige/Südtirol,2,16,32,25,37,30,34
04,Trentino-Alto Adige/Südtirol,2,17,28,29,30,36,43
04,Trentino-Alto Adige/Südtirol,2,18,29,33,29,31,43
04,Trentino-Alto Adige/Südtirol,2,19,32,26,23,34,26
04,Trentino-Alto Adige/Südtirol,2,20,45,27,21,30,33
04,Trentino-Alto Adige/Südtirol,2,21,24,25,38,24,26
04,Trentino-Alto Adige/Südtirol,2,22,35,33,26,29,30
04,Trentino-Alto Adige/Südtirol,2,23,39,35,31,27,29
04,Trentino-Alto Adige/Südtirol,2,24,42,25,28,29,23
04,Trentino-Alto Adige/Südtirol,2,25,33,28,22,30,35
04,Trentino-Alto Adige/Südtirol,2,26,29,32,40,32,22
04,Trentino-Alto Adige/Südtirol,2,27,31,41,19,27,23
04,Trentino-Alto Adige/Südtirol,2,28,25,21,31,31,21
04,Trentino-Alto Adige/Südtirol,2,29,0,27,0,0,0
04,Trentino-Alto Adige/Südtirol,3,1,32,27,30,28,14
04,Trentino-Alto Adige/Südtirol,3,2,40,20,30,26,30
04,Trentino-Alto Adige/Südtirol,3,3,29,43,16,33,27
04,Trentino-Alto Adige/Südtirol,3,4,34,33,25,28,19
04,Trentino-Alto Adige/Südtirol,3,5,32,17,28,33,29
04,Trentino-Alto Adige/Südtirol,3,6,31,23,22,30,34
04,Trentino-Alto Adige/Südtirol,3,7,24,30,27,24,25
04,Trentino-Alto Adige/Südtirol,3,8,25,23,27,28,27
04,Trentino-Alto Adige/Südtirol,3,9,30,26,27,27,29
04,Trentino-Alto Adige/Südtirol,3,10,30,27,20,30,33
04,Trentino-Alto Adige/Südtirol,3,11,26,28,20,28,32
04,Trentino-Alto Adige/Südtirol,3,12,29,31,23,32,25
04,Trentino-Alto Adige/Südtirol,3,13,32,25,25,24,42
04,Trentino-Alto Adige/Südtirol,3,14,39,27,20,31,27
04,Trentino-Alto Adige/Südtirol,3,15,28,34,25,26,24
04,Trentino-Alto Adige/Südtirol,3,16,33,24,24,37,27
04,Trentino-Alto Adige/Südtirol,3,17,30,16,23,25,26
04,Trentino-Alto Adige/Südtirol,3,18,33,32,28,31,36
04,Trentino-Alto Adige/Südtirol,3,19,24,24,22,25,29
04,Trentino-Alto Adige/Südtirol,3,20,21,23,29,35,29
04,Trentino-Alto Adige/Südtirol,3,21,30,23,26,23,32
04,Trentino-Alto Adige/Südtirol,3,22,32,35,31,21,21
04,Trentino-Alto Adige/Südtirol,3,23,35,30,20,28,28
04,Trentino-Alto Adige/Südtirol,3,24,26,19,30,21,29
04,Trentino-Alto Adige/Südtirol,3,25,26,34,25,25,28
04,Trentino-Alto Adige/Südtirol,3,26,25,26,20,35,32
04,Trentino-Alto Adige/Südtirol,3,27,27,28,31,23,34
04,Trentino-Alto Adige/Südtirol,3,28,27,24,20,26,42
04,Trentino-Alto Adige/Südtirol,3,29,28,28,24,42,21
04,Trentino-Alto Adige/Südtirol,3,30,36,25,33,33,24
04,Trentino-Alto Adige/Südtirol,3,31,24,32,26,19,21
04,Trentino-Alto Adige/Südtirol,4,1,30,31,30,17,36
04,Trentino-Alto Adige/Südtirol,4,2,29,31,19,35,31
04,Trentino-Alto Adige/Südtirol,4,3,41,17,27,25,31
04,Trentino-Alto Adige/Südtirol,4,4,32,24,29,24,25
04,Trentino-Alto Adige/Südtirol,4,5,21,28,26,23,24
04,Trentino-Alto Adige/Südtirol,4,6,20,18,25,33,24
04,Trentino-Alto Adige/Südtirol,4,7,27,24,18,26,29
04,Trentino-Alto Adige/Südtirol,4,8,25,24,25,24,28
04,Trentino-Alto Adige/Südtirol,4,9,33,23,20,20,29
04,Trentino-Alto Adige/Südtirol,4,10,29,22,26,25,35
04,Trentino-Alto Adige/Südtirol,4,11,19,20,22,22,26
04,Trentino-Alto Adige/Südtirol,4,12,24,16,26,30,19
04,Trentino-Alto Adige/Südtirol,4,13,26,41,26,27,32
04,Trentino-Alto Adige/Südtirol,4,14,28,28,19,25,26
04,Trentino-Alto Adige/Südtirol,4,15,40,25,26,33,32
04,Trentino-Alto Adige/Südtirol,4,16,26,28,24,26,30
04,Trentino-Alto Adige/Südtirol,4,17,26,23,27,23,20
04,Trentino-Alto Adige/Südtirol,4,18,24,21,34,21,31
04,Trentino-Alto Adige/Südtirol,4,19,24,31,23,24,17
04,Trentino-Alto Adige/Südtirol,4,20,13,20,25,22,19
04,Trentino-Alto Adige/Südtirol,4,21,20,24,21,29,29
04,Trentino-Alto Adige/Südtirol,4,22,26,22,30,20,28
04,Trentino-Alto Adige/Südtirol,4,23,25,25,14,23,22
04,Trentino-Alto Adige/Südtirol,4,24,26,28,17,30,22
04,Trentino-Alto Adige/Südtirol,4,25,29,24,25,27,21
04,Trentino-Alto Adige/Südtirol,4,26,27,21,23,32,28
04,Trentino-Alto Adige/Südtirol,4,27,19,27,23,35,17
04,Trentino-Alto Adige/Südtirol,4,28,21,31,28,16,26
04,Trentino-Alto Adige/Südtirol,4,29,24,15,27,26,20
04,Trentino-Alto Adige/Südtirol,4,30,25,27,21,26,25
